Unique ID,Job Title,Salary Estimate,Company Rating,Company Name,Company Location,Headquarters Location,Number of Employees,Date Founded,Type of Ownership,Industry,Sector,Revenue (USD),Quality Score
718,Senior Healthcare Data Analyst,"$52,500.00",Unknown,"AlphaProTemps, A.P.R., Inc.",CA,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1.63
719,Radar Telemetry Data Analyst,"$52,500.00",Unknown,Devotion Business Solutions,CA,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1.63
720,Data Analyst,"$63,000.00",3.9,Wintrust Financial,IL,Rosemont,1001-5000 Employees,1991,Company - Public,Banks & Credit Unions,Finance,"$500,000,000 to $1,000,000,000",4.11
721,Data Analyst,"$63,000.00",3.7,NCSA - Next College Student Athlete,IL,Chicago,501-1000 Employees,2000,Company - Private,Sports & Recreation,"Arts, Entertainment & Recreation",Unknown,3.99
722,Data Analyst,"$63,000.00",3.7,Riskonnect,IL,Kennesaw,201-500 Employees,2007,Company - Private,Enterprise Software & Network Solutions,Information Technology,"$100,000,000-$500,000,000",3.99
723,Data Transformation Analyst,"$63,000.00",5.0,Centric Consulting,IL,Dayton,501-1000 Employees,1999,Company - Private,Consulting,Business Services,"$100,000,000-$500,000,000",4.77
724,Data Analyst,"$63,000.00",3.2,GoHealth,IL,Chicago,501-1000 Employees,2001,Company - Private,Health Care Services & Hospitals,Health Care,Unknown,3.69
725,Jr. Data Analyst,"$63,000.00",3.4,Kelly,IL,Troy,5001-10000 Employees,1946,Company - Public,Staffing & Outsourcing,Business Services,"$5,000,000,000-$10,000,000,000",3.81
726,Urgent Need - Data Analyst,"$63,000.00",3.4,Kelly,IL,Troy,5001-10000 Employees,1946,Company - Public,Staffing & Outsourcing,Business Services,"$5,000,000,000-$10,000,000,000",3.81
727,Data Analyst,"$63,000.00",3.8,Undertone,IL,New York,201-500 Employees,2001,Subsidiary or Business Segment,Advertising & Marketing,Business Services,Unknown,4.05
728,Business Systems & Data Analyst,"$63,000.00",2.8,Mike's Hard Lemonade,IL,Chicago,201-500 Employees,1999,Company - Private,Food & Beverage Manufacturing,Manufacturing,Unknown,3.45
729,Healthcare Data Analyst - Remote,"$63,000.00",3.3,Allscripts,IL,Chicago,5001-10000 Employees,1986,Company - Public,Computer Hardware & Software,Information Technology,"$1,000,000,000-$2,000,000,000",3.75
730,Junior Data Analyst,"$63,000.00",3.7,Circle Logistics,IL,Fort Wayne,201-500 Employees,2011,Company - Private,Transportation Management,Transportation & Logistics,"$100,000,000-$500,000,000",3.99
731,Data Analyst,"$63,000.00",4.0,University of Chicago,IL,Chicago,10000+ Employees,1890,College / University,Colleges & Universities,Education,"$2,000,000,000-$5,000,000,000",4.17
732,Product Data Analyst,"$63,000.00",3.9,Mondo,IL,New York,51-200 Employees,2000,Company - Private,Staffing & Outsourcing,Business Services,"$100,000,000-$500,000,000",4.11
733,Entry Level / Jr. Data Analyst,"$63,000.00",Unknown,KesarWeb,IL,Langhorne,1-50 Employees,Unknown,Company - Private,Unknown,Unknown,Unknown,2.53
734,Data Analyst (Junior),"$63,000.00",4.6,Swoon,IL,Chicago,201-500 Employees,2010,Company - Private,Staffing & Outsourcing,Business Services,"$50,000,000-$100,000,000",4.53
735,Data Analyst,"$63,000.00",4.6,Swoon,IL,Chicago,201-500 Employees,2010,Company - Private,Staffing & Outsourcing,Business Services,"$50,000,000-$100,000,000",4.53
736,Associate Marketing Data Analyst,"$63,000.00",4.1,Bosch Group,IL,Farmington Hills,10000+ Employees,1886,Company - Private,Miscellaneous Manufacturing,Manufacturing,"$10,000,000,000+",4.23
737,Outsights Data Analyst,"$63,000.00",3.3,Tempus,IL,Washington,51-200 Employees,1999,Company - Private,Financial Transaction Processing,Finance,"$1,000,000,000-$2,000,000,000",3.75
738,Business Data Analyst,"$63,000.00",3.3,Feeding America,IL,Chicago,51-200 Employees,1979,Nonprofit Organization,Social Assistance,Non-Profit,"$2,000,000,000-$5,000,000,000",3.75
739,Data Analyst,"$63,000.00",4.7,CRS Group,IL,Itasca,51-200 Employees,1994,Company - Private,Staffing & Outsourcing,Business Services,"$10,000,000-$25,000,000",4.59
740,Data Analyst,"$63,000.00",4.3,Peterson Technology Partners,IL,Park Ridge,201-500 Employees,1997,Contract,Computer Hardware & Software,Information Technology,"$25,000,000-$50,000,000",4.35
741,Data Analyst,"$63,000.00",3.2,BMO,IL,Chicago,10000+ Employees,1882,Subsidiary or Business Segment,Banks & Credit Unions,Finance,"$2,000,000,000-$5,000,000,000",3.69
742,Data Analyst - Excel,"$63,000.00",3.3,AppleOne,IL,Glendale,1001-5000 Employees,1964,Company - Private,Staffing & Outsourcing,Business Services,"$1,000,000,000-$2,000,000,000",3.75
743,Associate Marketing Data Analyst,"$63,000.00",3.1,Robert Bosch Tool Corporation,IL,Mount Prospect,1001-5000 Employees,1971,Subsidiary or Business Segment,Consumer Products Manufacturing,Manufacturing,"$500,000,000 to $1,000,000,000",3.63
744,Data Analyst,"$63,000.00",3.5,Chicago Public Schools,IL,Chicago,10000+ Employees,1883,School / School District,K-12 Education,Education,Unknown,3.87
745,Data Integrity Analyst,"$63,000.00",3.3,Chicago,IL,Chicago,10000+ Employees,1837,Government,Municipal Governments,Government,Unknown,3.75
746,Data Integrity Analyst,"$63,000.00",3.8,Guggenheim Partners,IL,Chicago,1001-5000 Employees,1999,Private Practice / Firm,Investment Banking & Asset Management,Finance,Unknown,4.05
747,Data Analyst - IntelliScript,"$63,000.00",3.8,Milliman,IL,Seattle,1001-5000 Employees,1947,Company - Private,Consulting,Business Services,"$1,000,000,000-$2,000,000,000",4.05
748,Data Analyst,"$63,000.00",3.7,BMO Financial Group,IL,Toronto,10000+ Employees,1817,Company - Public,Banks & Credit Unions,Finance,"$10,000,000,000+",3.99
749,Reporting and Data Analyst - (North American Collections Analytics for Data and Analytics),"$63,000.00",3.2,BMO,IL,Chicago,10000+ Employees,1882,Subsidiary or Business Segment,Banks & Credit Unions,Finance,"$2,000,000,000-$5,000,000,000",3.69
750,Data Analyst,"$77,500.00",4.2,UST Global,IL,Aliso Viejo,10000+ Employees,1999,Company - Private,IT Services,Information Technology,"$1,000,000,000-$2,000,000,000",5.16
751,Lead Data Analyst,"$77,500.00",4.6,First Stop Health,IL,Chicago,1-50 Employees,2011,Company - Private,Health Care Services & Hospitals,Health Care,Unknown,5.4
752,Manufacturing Data Analyst,"$77,500.00",3.2,MeadWestVaco,IL,Atlanta,10000+ Employees,2015,Company - Public,Miscellaneous Manufacturing,Manufacturing,"$10,000,000,000+",4.56
753,Data Analyst,"$77,500.00",3.5,Care Advisors Inc,IL,Chicago,1-50 Employees,Unknown,Company - Private,Computer Hardware & Software,Information Technology,Unknown,4.74
754,Data Analyst,"$77,500.00",3.7,Ann & Robert H. Lurie Children's Hospital of Chicago,IL,Chicago,1001-5000 Employees,2012,Nonprofit Organization,Health Care Services & Hospitals,Health Care,"$500,000,000 to $1,000,000,000",4.86
755,Data Analyst,"$77,500.00",3.9,"TEKsystems, Inc",IL,Hanover,1001-5000 Employees,1983,Subsidiary or Business Segment,Staffing & Outsourcing,Business Services,"$2,000,000,000-$5,000,000,000",4.98
756,Data Analyst Intern,"$77,500.00",Unknown,MT Global US INC,IL,Gardena,1-50 Employees,Unknown,Company - Private,Unknown,Unknown,Unknown,3.78
757,Senior Data Analyst,"$77,500.00",3.4,HNI,IL,Muscatine,5001-10000 Employees,1944,Company - Public,Consumer Products Manufacturing,Manufacturing,"$2,000,000,000-$5,000,000,000",4.68
758,Data Analyst,"$77,500.00",4.1,SkySource Solutions,IL,Berea,1-50 Employees,2017,Company - Public,Staffing & Outsourcing,Business Services,"$5,000,000-$10,000,000",5.1
759,Junior Data Analyst,"$77,500.00",5.0,"Staffigo Technical Services, LLC",IL,Woodridge,51-200 Employees,2008,Company - Private,IT Services,Information Technology,"$50,000,000-$100,000,000",5.64
760,Senior Data Analyst,"$77,500.00",3.5,Flexport,IL,San Francisco,1001-5000 Employees,2013,Company - Private,Logistics & Supply Chain,Transportation & Logistics,"$500,000,000 to $1,000,000,000",4.74
761,Data Analyst,"$77,500.00",3.7,Randstad,IL,Atlanta,1001-5000 Employees,Unknown,Subsidiary or Business Segment,Staffing & Outsourcing,Business Services,Unknown,4.86
762,Public Health Data Visualization Analyst,"$77,500.00",4.0,Lantana Consulting Group,IL,East Thetford,1-50 Employees,Unknown,Company - Private,Consulting,Business Services,Unknown,5.04
763,Data Operations Analyst,"$77,500.00",3.5,PDI,IL,KIRKLAND,51-200 Employees,2007,Unknown,Unknown,Unknown,"<$1,000,000",4.74
764,Data Analyst,"$77,500.00",3.6,"Level Ex, Inc.",IL,Chicago,51-200 Employees,2015,Company - Private,Video Games,Media,Unknown,4.8
765,Data Quality Analyst,"$77,500.00",3.0,Chicago Teachers Pension Fund,IL,Chicago,201-500 Employees,Unknown,Government,Municipal Governments,Government,Unknown,4.44
766,Marketing Data Analyst,"$77,500.00",Unknown,Show Me Leads,IL,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,3.78
767,Senior Data Analyst,"$77,500.00",Unknown,Leap,IL,Chicago,Unknown,Unknown,Company - Private,Unknown,Unknown,Unknown,3.78
768,Data Analyst,"$77,500.00",3.9,Diverse Lynx,IL,Princeton,501-1000 Employees,2002,Company - Private,IT Services,Information Technology,"$100,000,000-$500,000,000",4.98
769,Data Analyst,"$77,500.00",5.0,"Staffigo Technical Services, LLC",IL,Woodridge,51-200 Employees,2008,Company - Private,IT Services,Information Technology,"$50,000,000-$100,000,000",5.64
770,Provider Analytics Data Analyst,"$77,500.00",4.7,CRS Group,IL,Itasca,51-200 Employees,1994,Company - Private,Staffing & Outsourcing,Business Services,"$10,000,000-$25,000,000",5.46
771,CSI Data Analyst,"$77,500.00",3.5,Chicago Public Schools,IL,Chicago,10000+ Employees,1883,School / School District,K-12 Education,Education,Unknown,4.74
772,Outsights Data Analyst,"$77,500.00",3.2,Tempus Labs,IL,Chicago,501-1000 Employees,2015,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown,4.56
773,Data Analyst,"$77,500.00",Unknown,TalentDash,IL,Chicago,1-50 Employees,Unknown,Company - Private,Unknown,Unknown,Unknown,3.78
774,Provider Analytics Data Analyst,"$77,500.00",4.6,VIVA USA INC,IL,Rolling Meadows,51-200 Employees,1996,Company - Private,IT Services,Information Technology,"$25,000,000-$50,000,000",5.4
775,Senior Data Analyst,"$77,500.00",4.2,360pi,IL,Ottawa,1-50 Employees,Unknown,Company - Private,Enterprise Software & Network Solutions,Information Technology,"$1,000,000-$5,000,000",5.16
776,Data Governance Analyst,"$77,500.00",3.9,"TEKsystems, Inc",IL,Hanover,1001-5000 Employees,1983,Subsidiary or Business Segment,Staffing & Outsourcing,Business Services,"$2,000,000,000-$5,000,000,000",4.98
777,Senior Data Analyst,"$77,500.00",3.9,Leap,IL,New Haven,51-200 Employees,1991,Nonprofit Organization,Social Assistance,Non-Profit,Unknown,4.98
778,"Senior Data Analyst, Business Intelligence","$77,500.00",4.8,Braviant Holdings,IL,Chicago,51-200 Employees,2014,Company - Private,Lending,Finance,"$50,000,000-$100,000,000",5.52
779,Data Analyst,"$79,500.00",Unknown,Bartech Group,IL,South Holland,51-200 Employees,Unknown,Company - Private,Construction,"Construction, Repair & Maintenance",Unknown,3.95
780,Data Analyst,"$79,500.00",4.0,Lorven Technologies Inc,IL,Plainsboro,1-50 Employees,Unknown,Company - Private,Accounting,Accounting & Legal,"<$1,000,000",5.16
781,Data Analyst - Rush Infectious Diseases,"$79,500.00",3.9,Rush University Medical Center,IL,Chicago,5001-10000 Employees,1837,Hospital,Health Care Services & Hospitals,Health Care,"$1,000,000,000-$2,000,000,000",5.1
782,Data Analyst,"$79,500.00",2.7,TechUSA,IL,Millersville,1001-5000 Employees,1998,Company - Private,Staffing & Outsourcing,Business Services,"$100,000,000-$500,000,000",4.38
783,Fair Lending Data Analyst,"$79,500.00",3.4,Alliant Credit Union,IL,Chicago,501-1000 Employees,1935,Nonprofit Organization,Banks & Credit Unions,Finance,"$100,000,000-$500,000,000",4.8
784,Data Analyst,"$79,500.00",4.5,Green Key Resources,IL,New York,201-500 Employees,2004,Company - Private,Staffing & Outsourcing,Business Services,Unknown,5.46
785,Senior Research Data Analyst,"$79,500.00",4.0,University of Chicago,IL,Chicago,10000+ Employees,1890,College / University,Colleges & Universities,Education,"$2,000,000,000-$5,000,000,000",5.16
786,Data Analyst,"$79,500.00",3.7,Accounting Aid Society,IL,Detroit,1-50 Employees,Unknown,Nonprofit Organization,Unknown,Unknown,"$1,000,000-$5,000,000",4.98
787,Data Analyst,"$79,500.00",4.0,Roig Lawyers,IL,Deerfield Beach,201-500 Employees,2000,Private Practice / Firm,Legal,Accounting & Legal,Unknown,5.16
788,Data Management Analyst,"$79,500.00",3.2,"PrivateBancorp, Inc.",IL,Chicago,10000+ Employees,Unknown,Company - Public,Banks & Credit Unions,Finance,Unknown,4.68
789,Data Operations Analyst,"$79,500.00",3.2,PDI Software,IL,Atlanta,501-1000 Employees,1983,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown,4.68
790,Data Analyst,"$79,500.00",Unknown,TalentDash,IL,Singapore,1-50 Employees,2014,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown,3.95
791,"Data Analyst, Operations Engineering","$79,500.00",3.8,Invenergy,IL,Chicago,501-1000 Employees,2001,Company - Private,Energy,"Oil, Gas, Energy & Utilities","$50,000,000-$100,000,000",5.04
792,"Data Analyst, Tax (Affordable Care Act) (ACA) (Manager) (Multiple Positions)","$79,500.00",3.8,EY,IL,London,10000+ Employees,1989,Company - Private,Accounting,Accounting & Legal,"$10,000,000,000+",5.04
793,Business Analyst / Data Analyst,"$79,500.00",3.9,WIN Home Inspection,IL,Seattle,1-50 Employees,Unknown,Franchise,Construction,"Construction, Repair & Maintenance","<$1,000,000",5.1
794,Master Data Analyst,"$79,500.00",3.5,Ferrara Candy Company,IL,Chicago,5001-10000 Employees,1908,Company - Private,Food & Beverage Manufacturing,Manufacturing,Unknown,4.86
795,BI Data Analyst,"$79,500.00",3.0,The Accuro Group,IL,Raleigh,201-500 Employees,2003,Company - Private,Staffing & Outsourcing,Business Services,Unknown,4.56
796,Data Quality Analyst,"$79,500.00",3.0,BDP International,IL,Philadelphia,1001-5000 Employees,1966,Company - Private,Logistics & Supply Chain,Transportation & Logistics,"$1,000,000,000-$2,000,000,000",4.56
797,Senior Data Analyst,"$79,500.00",3.9,Numerator,IL,Chicago,1001-5000 Employees,2004,Company - Private,IT Services,Information Technology,"$100,000,000-$500,000,000",5.1
798,Sr. Data Analyst,"$79,500.00",3.9,Mondo,IL,New York,51-200 Employees,2000,Company - Private,Staffing & Outsourcing,Business Services,"$100,000,000-$500,000,000",5.1
799,Tableau Developer/Data Analyst,"$79,500.00",3.7,Empire Today,IL,Northlake,1001-5000 Employees,1959,Company - Private,Other Retail Stores,Retail,"$500,000,000 to $1,000,000,000",4.98
800,Data Analyst,"$79,500.00",Unknown,El Hogar del Nino - The Home of the Child,IL,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,3.95
801,Data Analyst,"$79,500.00",4.3,"Fast Switch, LTD",IL,Dublin,501-1000 Employees,1996,Company - Private,IT Services,Information Technology,"$100,000,000-$500,000,000",5.34
802,Data Analyst – Level II,"$79,500.00",1.0,Sphinix Solutions,IL,New York,1-50 Employees,Unknown,Company - Private,IT Services,Information Technology,"<$1,000,000",3.36
803,Reporting and Data Analyst - (North American Collections Analytics for Data and Analytics),"$79,500.00",3.7,BMO Financial Group,IL,Toronto,10000+ Employees,1817,Company - Public,Banks & Credit Unions,Finance,"$10,000,000,000+",4.98
804,Senior Data Analyst,"$79,500.00",3.6,Epiq Systems,IL,New York,5001-10000 Employees,1988,Company - Private,Legal,Accounting & Legal,"$1,000,000,000-$2,000,000,000",4.92
805,Data Analyst,"$79,500.00",4.0,MRINetwork,IL,Philadelphia,1001-5000 Employees,1965,Subsidiary or Business Segment,Unknown,Unknown,Unknown,5.16
806,Senior Trading Systems Data Analyst (Chicago or NY),"$79,500.00",2.9,PEAK6 Investments,IL,Chicago,1001-5000 Employees,1997,Company - Private,Venture Capital & Private Equity,Finance,"$100,000,000-$500,000,000",4.5
807,Data Analyst/Programmer,"$79,500.00",2.5,ABS Graphics,IL,Itasca,51-200 Employees,1982,Company - Private,Advertising & Marketing,Business Services,"$25,000,000-$50,000,000",4.26
808,Data Services Business Analyst 2,"$59,000.00",3.6,Willis Towers Watson,IL,London,10000+ Employees,1828,Company - Public,Consulting,Business Services,"$10,000,000,000+",3.69
809,Data Analyst,"$59,000.00",4.1,Kforce,IL,Tampa,10000+ Employees,1966,Company - Public,Staffing & Outsourcing,Business Services,"$1,000,000,000-$2,000,000,000",3.99
810,Call Center Data Analyst,"$59,000.00",3.3,The Chicago Lighthouse,IL,Chicago,501-1000 Employees,1906,Company - Private,Social Assistance,Non-Profit,"$25,000,000-$50,000,000",3.51
811,Data Analyst - 20,"$59,000.00",4.8,Genesys Talent,IL,Houston,1-50 Employees,2014,Company - Private,Staffing & Outsourcing,Business Services,Unknown,4.41
812,Data Governance Analyst,"$59,000.00",5.0,1872 Consulting,IL,Chicago,1-50 Employees,Unknown,Company - Private,Unknown,Unknown,Unknown,4.53
813,Data Analyst,"$59,000.00",3.3,"Stampede Meat, Inc.",IL,Bridgeview,1001-5000 Employees,Unknown,Company - Private,Food & Beverage Manufacturing,Manufacturing,"$100,000,000-$500,000,000",3.51
814,Senior Global Data Analyst / Power BI Dashboard Developer,"$59,000.00",2.8,ALERE,IL,Waltham,5001-10000 Employees,2001,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,"$2,000,000,000-$5,000,000,000",3.21
815,Data Analyst,"$59,000.00",3.6,Kelly Mitchell Group,IL,Saint Louis,1001-5000 Employees,1998,Company - Private,Staffing & Outsourcing,Business Services,"$50,000,000-$100,000,000",3.69
816,"Data Analyst, Tax (Affordable Care Act) (ACA) (Manager) (Multiple Positions)","$59,000.00",Unknown,Ernst & Young LLP,IL,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2.19
817,Logistics Data Analyst,"$59,000.00",2.5,"TreeHouse Foods, Inc.",IL,Oak Brook,10000+ Employees,2005,Company - Public,Food & Beverage Manufacturing,Manufacturing,"$5,000,000,000-$10,000,000,000",3.03
818,Data Production Analyst,"$59,000.00",4.2,NJF Global Holdings,IL,London,51-200 Employees,2003,Company - Private,Staffing & Outsourcing,Business Services,"$10,000,000-$25,000,000",4.05
819,Senior Data Analyst,"$59,000.00",3.5,Chicago Public Schools,IL,Chicago,10000+ Employees,1883,School / School District,K-12 Education,Education,Unknown,3.63
820,SAS Data Analyst,"$59,000.00",1.0,Sphinix Solutions,IL,New York,1-50 Employees,Unknown,Company - Private,IT Services,Information Technology,"<$1,000,000",2.13
821,Data Analyst,"$59,000.00",3.2,Net2Source,IL,Somerset,1001-5000 Employees,2007,Company - Private,Staffing & Outsourcing,Business Services,"$100,000,000-$500,000,000",3.45
822,"Manufacturing Data Analyst - Woodridge, IL","$59,000.00",4.8,Ongig,IL,San Francisco,1-50 Employees,2011,Company - Private,Enterprise Software & Network Solutions,Information Technology,"<$1,000,000",4.41
823,Senior Data Analyst,"$59,000.00",2.9,HIMSS,IL,Chicago,201-500 Employees,1961,Nonprofit Organization,Health Care Services & Hospitals,Health Care,"$50,000,000-$100,000,000",3.27
